4	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
5	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
7	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
8	OMwB_Column	0	OMwB_Column		OMwB_Column	0	OMwB_Column	0	OMwB_Column	OMwB_Row
13	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
15	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
25	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
26	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
27	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
27	OMwB_Column	2	OMwB_Column	nc1	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
27	OMwB_Column	3	OMwB_Column	nc2	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
29	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
34	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
34	OMwB_Column	2	OMwB_Column	nc1	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
34	OMwB_Column	3	OMwB_Column	nc2	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
34	OMwB_Column	4	OMwB_Column	nc3	OMwB_Column	0	OMwB_Column	0	OMwB_Column	OMwB_Row
41	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
41	OMwB_Column	2	OMwB_Column	nc	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
44	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
44	OMwB_Column	2	OMwB_Column	nc	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
46	OMwB_Column	1	OMwB_Column	cl	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
46	OMwB_Column	2	OMwB_Column	nc1	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
46	OMwB_Column	3	OMwB_Column	nc2	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
46	OMwB_Column	4	OMwB_Column	nc3	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
49	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
50	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
50	OMwB_Column	2	OMwB_Column	nc1	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
50	OMwB_Column	3	OMwB_Column	nc2	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
51	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
51	OMwB_Column	2	OMwB_Column	nc	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
54	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
54	OMwB_Column	2	OMwB_Column	nc	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
55	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
58	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
58	OMwB_Column	2	OMwB_Column	nc1	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
60	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
64	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
64	OMwB_Column	2	OMwB_Column	nc	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
65	OMwB_Column	1	OMwB_Column	clust	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
67	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
67	OMwB_Column	2	OMwB_Column	nc1	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
67	OMwB_Column	3	OMwB_Column	nc2	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
68	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
69	OMwB_Column	1	OMwB_Column	clst	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
69	OMwB_Column	2	OMwB_Column	nc1	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
69	OMwB_Column	3	OMwB_Column	nc2	OMwB_Column	1	OMwB_Column	0	OMwB_Column	OMwB_Row
