	OMwB_Column	R	OMwB_Column	0	OMwB_Column	1	OMwB_Column	public	OMwB_Column	0105000000000009040000004CC5BFE16DB0D641A40FFC23BAB71052	OMwB_Column	OMwB_Row
dbo	OMwB_Column	U	OMwB_Column	1	OMwB_Column		OMwB_Column	dbo	OMwB_Column	010500000000000515000000A065CF7E784B9B5FE77C8770E24F0100	OMwB_Column	OMwB_Row
guest	OMwB_Column	S	OMwB_Column	2	OMwB_Column		OMwB_Column	guest	OMwB_Column	00	OMwB_Column	OMwB_Row
	OMwB_Column	S	OMwB_Column	3	OMwB_Column		OMwB_Column	INFORMATION_SCHEMA	OMwB_Column		OMwB_Column	OMwB_Row
	OMwB_Column	S	OMwB_Column	4	OMwB_Column		OMwB_Column	sys	OMwB_Column		OMwB_Column	OMwB_Row
dbo	OMwB_Column	S	OMwB_Column	5	OMwB_Column		OMwB_Column	mtg2000	OMwB_Column	A95B94B7DBABBC47AA7E659A2CA99157	OMwB_Column	OMwB_Row
dbo	OMwB_Column	S	OMwB_Column	6	OMwB_Column		OMwB_Column	view_definitions_and_db_datareader_user	OMwB_Column	55291BE4A3DE6345B82DDFE8291382CC	OMwB_Column	OMwB_Row
dbo	OMwB_Column	S	OMwB_Column	7	OMwB_Column		OMwB_Column	omwb	OMwB_Column	3F2795BE8A60794EA1D414098D6EBD9A	OMwB_Column	OMwB_Row
dbo	OMwB_Column	S	OMwB_Column	8	OMwB_Column		OMwB_Column	view_definitions_and_db_datareader_tot	OMwB_Column	7F4BBDC79BAF0A40B7E397752B031BED	OMwB_Column	OMwB_Row
dbo	OMwB_Column	S	OMwB_Column	9	OMwB_Column		OMwB_Column	u1	OMwB_Column	7DA95DA5A1D4784F99BBCDF0D5C4648D	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16384	OMwB_Column	1	OMwB_Column	db_owner	OMwB_Column	01050000000000090400000000000000000000000000000000400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16385	OMwB_Column	1	OMwB_Column	db_accessadmin	OMwB_Column	01050000000000090400000000000000000000000000000001400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16386	OMwB_Column	1	OMwB_Column	db_securityadmin	OMwB_Column	01050000000000090400000000000000000000000000000002400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16387	OMwB_Column	1	OMwB_Column	db_ddladmin	OMwB_Column	01050000000000090400000000000000000000000000000003400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16389	OMwB_Column	1	OMwB_Column	db_backupoperator	OMwB_Column	01050000000000090400000000000000000000000000000005400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16390	OMwB_Column	1	OMwB_Column	db_datareader	OMwB_Column	01050000000000090400000000000000000000000000000006400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16391	OMwB_Column	1	OMwB_Column	db_datawriter	OMwB_Column	01050000000000090400000000000000000000000000000007400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16392	OMwB_Column	1	OMwB_Column	db_denydatareader	OMwB_Column	01050000000000090400000000000000000000000000000008400000	OMwB_Column	OMwB_Row
	OMwB_Column	R	OMwB_Column	16393	OMwB_Column	1	OMwB_Column	db_denydatawriter	OMwB_Column	01050000000000090400000000000000000000000000000009400000	OMwB_Column	OMwB_Row
