4	OMwB_Column	4	OMwB_Column	sysrowsetcolumns	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	5	OMwB_Column	sysrowsets	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	7	OMwB_Column	sysallocunits	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	8	OMwB_Column	sysfiles1	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	13	OMwB_Column	syshobtcolumns	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	15	OMwB_Column	syshobts	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	25	OMwB_Column	sysftinds	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	26	OMwB_Column	sysserefs	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	27	OMwB_Column	sysowners	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	29	OMwB_Column	sysprivs	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	34	OMwB_Column	sysschobjs	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	41	OMwB_Column	syscolpars	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	44	OMwB_Column	sysnsobjs	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	46	OMwB_Column	syscerts	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	49	OMwB_Column	sysxprops	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	50	OMwB_Column	sysscalartypes	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	51	OMwB_Column	systypedsubobjs	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
4	OMwB_Column	54	OMwB_Column	sysidxstats	OMwB_Column	S 	OMwB_Column	0	OMwB_Column	1	OMwB_Column	OMwB_Row
